"REF_DATE,""GEO";""",""DGU";"ID""";",""Month of death"",""Characteristics"",""UOM"",""UO";"M_ID"",""SCALAR_FACTOR"",""SCALAR_ID"",""VECTOR"",""COORDINATE"",""VALUE"",""STATUS"",""SYMBOL"",""TERMINATED"",""DECIMALS"""
"2001,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216353"",""1.12.2"",""8.1"","""","""","""",""1"""
"2002,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216353"",""1.12.2"",""8.4"","""","""","""",""1"""
"2003,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216353"",""1.12.2"",""8.4"","""","""","""",""1"""
"2004,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216353"",""1.12.2"",""8.2"","""","""","""",""1"""
"2005,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216353"",""1.12.2"",""8.1"","""","""","""",""1"""
"2006,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216353"",""1.12.2"",""8.4"","""","""","""",""1"""
"2007,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216353"",""1.12.2"",""8.2"","""","""","""",""1"""
"2008,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216353"",""1.12.2"",""8.3"","""","""","""",""1"""
"2009,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216353"",""1.12.2"",""8.5"","""","""","""",""1"""
"2010,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216353"",""1.12.2"",""8.3"","""","""","""",""1"""
"2011,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216353"",""1.12.2"",""8.2"","""","""","""",""1"""
"2012,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216353"",""1.12.2"",""8.3"","""","""","""",""1"""
"2013,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216353"",""1.12.2"",""8.3"","""","""","""",""1"""
"2014,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216353"",""1.12.2"",""8.5"","""","""","""",""1"""
"2015,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216353"",""1.12.2"",""8.1"","""","""","""",""1"""
"2016,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216353"",""1.12.2"",""8.4"","""","""","""",""1"""
"2017,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216353"",""1.12.2"",""8.4"","""","""","""",""1"""
"2018,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216353"",""1.12.2"",""8.3"","""","""","""",""1"""
"2019,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216353"",""1.12.2"",""8.5"","""","""","""",""1"""
"2020,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216353"",""1.12.2"",""8.7"","""","""","""",""1"""
"1991,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216354"",""1.13.1"",""18543"","""","""","""",""0"""
"1992,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216354"",""1.13.1"",""17408"","""","""","""",""0"""
"1993,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216354"",""1.13.1"",""18448"","""","""","""",""0"""
"1994,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216354"",""1.13.1"",""18239"","""","""","""",""0"""
"1995,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216354"",""1.13.1"",""18676"","""","""","""",""0"""
"1996,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216354"",""1.13.1"",""19877"","""","""","""",""0"""
"1997,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216354"",""1.13.1"",""18905"","""","""","""",""0"""
"1998,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216354"",""1.13.1"",""19061"","""","""","""",""0"""
"1999,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216354"",""1.13.1"",""20305"","""","""","""",""0"""
"2000,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216354"",""1.13.1"",""19752"","""","""","""",""0"""
"2001,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216354"",""1.13.1"",""19010"","""","""","""",""0"""
"2002,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216354"",""1.13.1"",""20086"","""","""","""",""0"""
"2003,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216354"",""1.13.1"",""21252"","""","""","""",""0"""
"2004,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216354"",""1.13.1"",""20201"","""","""","""",""0"""
"2005,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216354"",""1.13.1"",""19979"","""","""","""",""0"""
"2006,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216354"",""1.13.1"",""20525"","""","""","""",""0"""
"2007,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216354"",""1.13.1"",""21370"","""","""","""",""0"""
"2008,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216354"",""1.13.1"",""21307"","""","""","""",""0"""
"2009,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216354"",""1.13.1"",""20985"","""","""","""",""0"""
"2010,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216354"",""1.13.1"",""21978"","""","""","""",""0"""
"2011,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216354"",""1.13.1"",""21160"","""","""","""",""0"""
"2012,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216354"",""1.13.1"",""23334"","""","""","""",""0"""
"2013,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216354"",""1.13.1"",""22812"","""","""","""",""0"""
"2014,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216354"",""1.13.1"",""24674"","""","""","""",""0"""
"2015,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216354"",""1.13.1"",""22803"","""","""","""",""0"""
"2016,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216354"",""1.13.1"",""24422"","""","""","""",""0"""
"2017,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216354"",""1.13.1"",""25534"","""","""","""",""0"""
"2018,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216354"",""1.13.1"",""24997"","""","""","""",""0"""
"2019,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216354"",""1.13.1"",""25695"","""","""","""",""0"""
"2020,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216354"",""1.13.1"",""29059"","""","""","""",""0"""
"1991,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216355"",""1.13.2"",""9.5"","""","""","""",""1"""
"1992,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216355"",""1.13.2"",""8.9"","""","""","""",""1"""
"1993,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216355"",""1.13.2"",""9.0"","""","""","""",""1"""
"1994,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216355"",""1.13.2"",""8.8"","""","""","""",""1"""
"1995,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216355"",""1.13.2"",""8.9"","""","""","""",""1"""
"1996,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216355"",""1.13.2"",""9.3"","""","""","""",""1"""
"1997,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216355"",""1.13.2"",""8.8"","""","""","""",""1"""
"1998,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216355"",""1.13.2"",""8.7"","""","""","""",""1"""
"1999,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216355"",""1.13.2"",""9.2"","""","""","""",""1"""
"2000,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216355"",""1.13.2"",""9.1"","""","""","""",""1"""
"2001,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216355"",""1.13.2"",""8.7"","""","""","""",""1"""
"2002,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216355"",""1.13.2"",""9.0"","""","""","""",""1"""
"2003,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216355"",""1.13.2"",""9.4"","""","""","""",""1"""
"2004,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216355"",""1.13.2"",""8.9"","""","""","""",""1"""
"2005,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216355"",""1.13.2"",""8.7"","""","""","""",""1"""
"2006,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216355"",""1.13.2"",""9.0"","""","""","""",""1"""
"2007,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216355"",""1.13.2"",""9.1"","""","""","""",""1"""
"2008,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216355"",""1.13.2"",""8.9"","""","""","""",""1"""
"2009,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216355"",""1.13.2"",""8.8"","""","""","""",""1"""
"2010,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216355"",""1.13.2"",""9.2"","""","""","""",""1"""
"2011,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216355"",""1.13.2"",""8.7"","""","""","""",""1"""
"2012,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216355"",""1.13.2"",""9.5"","""","""","""",""1"""
"2013,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216355"",""1.13.2"",""9.0"","""","""","""",""1"""
"2014,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216355"",""1.13.2"",""9.5"","""","""","""",""1"""
"2015,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216355"",""1.13.2"",""8.6"","""","""","""",""1"""
"2016,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216355"",""1.13.2"",""9.1"","""","""","""",""1"""
"2017,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216355"",""1.13.2"",""9.2"","""","""","""",""1"""
"2018,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216355"",""1.13.2"",""8.8"","""","""","""",""1"""
"2019,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216355"",""1.13.2"",""9.0"","""","""","""",""1"""
"2020,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"December"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216355"",""1.13.2"",""9.5"","""","""","""",""1"""
